LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,STATE_CODE,PRINCIPAL_PHONE_NUMBER,Location 1
x408,YABC @ Herbert H. Lehman High School,3000 E Tremont Ave - Floor 1 BRONX 10461,NY,718-904-4200,BRONX
