LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,STATE_CODE,PRINCIPAL_PHONE_NUMBER,Location 1
q373,United Charter High School for the Humanities lV,100-00 Beach Channel Drive,NY,"",100-00 Beach Channel Drive Queens NY 11694
