LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,STATE_CODE,PRINCIPAL_PHONE_NUMBER,Location 1
Q753,Queens Transition Center @ Springfield Garden HS,143-10 Springfield Boulevard,NY,(718) 558-2060,Queens 11413
